ClientID,Recency,Frequency,Monetary_Q,Monetary_A
client12825,159,6,67,10309
client585,34,19,45,8145
client13431,582,3,31,12475
client21671,718,3,26,11057
client9795,147,2,14,9457
client1261,168,3,3,326
client39559,760,1,19,16281
client9511,398,11,89,22219
client30437,371,7,45,16735
client11638,760,1,5,1515
client5853,74,5,56,2224
client25605,380,10,134,18689
client32452,242,3,40,14987
client36139,760,1,6,1020
client35937,26,11,79,17241
client1683,229,4,64,4861
client27323,23,7,21,12405
client400,68,12,69,20225
client41803,8,91,824,269628
client25177,9,15,153,31833
client31999,391,2,16,1184
client39402,579,9,80,13216
client23896,59,23,158,36225
client18906,394,5,32,4993
client6736,257,3,22,1468
client26462,65,8,14,5933
client11898,453,3,13,2140
client35306,759,2,14,6036
client11692,303,6,90,17060
client2860,760,1,1,500
client29138,22,15,23,11369
client9111,760,1,3,2723
client23668,694,7,58,13140
client9322,332,3,13,20961
client35776,760,1,4,502
client41156,102,17,120,20312
client625,22,71,844,282202
client3871,106,12,213,50770
client26262,11,23,117,55515
client26624,240,11,59,14185
client593,172,4,104,9856
client11634,68,5,19,4336
client29260,452,2,55,1925
client37233,7,50,183,78203
client11789,106,13,74,16863
client41246,55,64,334,116967
client26983,105,3,15,4008
client11852,143,5,87,16741
client42237,66,21,112,18843
client23380,759,1,49,15613
client28941,23,10,84,14038
client27711,31,32,300,64166
client13347,52,13,68,23848
client14162,9,20,124,43859
client290,87,32,256,57959
client38441,119,25,124,26778
client7253,11,7,31,11941
client31373,430,15,44,6307
client38740,104,2,12,4858
client31648,15,20,93,40716
client40195,20,10,63,14698
client41035,29,16,400,69469
client25215,149,17,58,5915
client7559,679,2,15,6255
client5014,11,15,53,6258
client6727,285,3,10,6589
client23350,759,1,5,1572
client34776,146,8,51,22332
client15510,624,3,19,5561
client10377,759,1,4,4930
client23284,358,8,53,33474
client32938,16,20,78,17391
client21171,526,2,5,7795
client5893,63,7,19,2559
client30962,759,1,2,2458
client31830,500,3,7,3285
client9980,9,30,519,129416
client25629,8,7,31,28513
client8275,390,3,4,3002
client41952,51,6,157,11636
client41714,17,19,225,85217
client28491,222,13,128,41483
client42429,172,11,53,13989
client11866,5,31,125,26866
client4599,759,1,19,1757
client4621,754,2,20,8175
client37032,244,41,1196,156423
client16638,144,13,55,14017
client29255,720,11,157,28724
client3428,391,10,86,27444
client9412,10,12,177,39221
client16246,230,10,73,21240
client34290,31,18,86,22698
client8432,166,4,23,7697
client7965,6,16,71,51350
client29528,694,4,131,32587
client24101,8,5,46,5214
client13672,9,39,431,149275
client36594,177,13,35,10022
client24448,327,8,57,19270
client16391,758,1,6,20160
client3523,89,7,110,10739
client29302,2,14,176,10308
client32144,11,39,150,16237
client6137,639,7,43,37130
client28975,74,11,89,31205
client24304,21,12,38,5051
client40573,253,2,34,11411
client11397,4,6,44,11672
client1161,151,5,27,11009
client24743,17,3,12,2478
client10170,758,1,5,1095
client3216,466,6,41,9451
client35917,758,1,1,5599
client12092,104,15,71,11299
client19221,459,3,12,8371
client33199,113,4,18,6327
client19494,101,9,90,19305
client23200,59,3,16,6305
client15650,611,3,48,10751
client27866,341,6,31,24913
client20943,371,4,27,30067
client25822,712,4,17,2593
client11362,125,4,20,9735
client32604,42,4,14,4346
client1886,18,38,402,51393
client30665,758,1,1,999
client15746,133,7,28,3647
client30240,6,11,364,85898
client7689,10,8,42,12201
client12559,756,2,23,4931
client42565,257,12,59,8857
client40417,758,1,8,540
client42629,358,2,16,1389
client4772,153,14,66,26405
client12151,722,2,8,1970
client10763,758,1,1,1799
client24292,744,3,16,6070
client41687,23,77,679,122092
client28691,9,18,100,24582
client25953,8,22,147,43452
client14926,9,108,768,269443
client36406,758,1,66,28903
client13405,758,1,52,21642
client38642,729,3,8,4229
client31735,318,5,24,4370
client33941,191,5,73,17982
client28944,395,9,41,11455
client5421,398,4,99,13709
client27599,749,2,3,817
client38132,311,15,258,58336
client1222,5,51,316,39942
client21616,683,3,50,6526
client38532,3,15,244,49983
client4657,13,39,204,40167
client25502,641,2,6,4754
client39485,757,1,1,1399
client35939,757,1,5,1175
client2643,757,1,1,799
client26211,11,8,22,39145
client1439,757,1,4,958
client14158,74,3,28,4580
client29842,38,8,144,5311
client24830,757,1,7,7583
client33041,22,20,91,18555
client37395,73,5,83,65248
client25961,11,5,17,2469
client37189,180,13,103,21937
client5449,49,27,127,76274
client19537,6,5,41,10811
client34047,308,2,10,1135
client41440,426,2,90,45177
client11594,757,1,2,14998
client9050,752,3,18,5840
client35952,21,5,79,26611
client29397,757,1,14,1791
client20481,133,7,21,14700
client35189,28,26,273,53574
client41697,68,4,13,4192
client39830,63,13,24,8939
client27809,268,2,8,4172
client16659,105,5,40,17598
client3370,53,6,43,7896
client41316,757,1,4,3176
client17513,499,7,90,9933
client10166,674,2,15,10541
client3690,172,4,12,1543
client42113,757,1,1,3333
client9604,107,4,29,8546
client39824,757,1,1,165
client30582,712,2,14,2436
client40217,366,2,7,8443
client20232,11,68,292,54836
client30740,7,20,335,17228
client17911,557,5,41,16855
client2384,154,3,5,4665
client28560,757,1,4,554
client29901,133,5,41,3601
client28976,757,1,63,17069
client24425,757,1,5,1095
client30768,6,7,26,26071
client5638,73,5,34,7957
client20172,9,13,157,45369
client40277,50,6,34,24878
client33107,2,6,33,5526
client1721,121,11,59,8978
client19646,16,53,308,121249
client20430,9,28,326,63279
client4321,123,9,90,21300
client28716,757,1,9,5920
client36021,125,4,26,10310
client22759,757,1,10,1090
client16958,88,7,38,19662
client21523,756,1,2,78
client4789,149,2,4,1286
client5215,13,5,15,706
client28646,18,19,176,27489
client28710,23,4,35,3998
client31602,320,3,9,6417
client40962,57,18,165,32642
client30190,59,16,56,31634
client41369,68,12,45,31577
client37479,326,3,138,40415
client4393,756,1,16,1021
client36170,168,9,46,8127
client39338,756,1,24,11961
client13791,175,4,27,4361
client12093,13,17,109,29571
client11173,4,3,18,3365
client19512,4,12,56,26481
client4043,756,1,3,2347
client10926,32,14,29,5133
client27185,740,10,112,25015
client28927,23,2,29,3127
client5718,498,4,74,12030
client9609,151,4,5,24238
client5284,50,12,116,19034
client2717,24,12,45,8420
client19151,756,1,1,2059
client23526,85,12,32,10601
client29615,320,8,40,15114
client40269,738,2,4,9742
client7926,117,4,9,7421
client41348,756,1,4,1060
client36258,6,18,99,24848
client2173,756,1,4,626
client21543,337,8,78,30511
client36960,21,14,115,28491
client320,7,3,3,254
client18966,756,1,4,3622
client41015,751,2,11,10490
client33716,249,34,548,115982
client42369,575,2,17,8031
client7849,598,2,57,13577
client32790,756,1,4,3702
client19031,10,15,80,7798
client31430,108,5,8,4798
client29637,756,1,1,2292
client33843,19,40,259,39374
client27673,170,9,51,13091
client30232,756,1,2,238
client25013,756,1,4,1242
client41744,18,20,158,20927
client26684,756,1,17,7950
client35212,19,8,59,33874
client24709,2,61,574,82337
client8105,48,23,141,34389
client21069,143,7,59,25721
client30773,3,15,92,14371
client10098,242,4,35,10203
client25476,92,5,67,24136
client35278,333,6,54,7010
client39701,756,1,37,6787
client32622,756,1,8,1592
client7624,685,7,179,70361
client38414,745,3,14,1273
client18190,24,33,112,132253
client11952,636,2,20,4751
client37439,12,42,842,169520
client24624,249,4,22,2872
client17102,30,34,275,69299
client8325,755,1,14,1508
client31847,64,8,20,3936
client7465,4,7,27,9036
client24648,8,6,44,7627
client25022,3,32,190,37952
client36242,69,2,3,3014
client2471,6,34,151,69724
client36277,20,13,141,14119
client25534,68,3,3,1495
client4831,13,6,16,4979
client8725,21,16,89,9061
client1576,10,59,538,107211
client36708,164,4,17,11501
client28215,631,7,45,14057
client37422,755,1,1,1248
client12340,371,9,251,77910
client41516,543,3,7,1499
client6875,3,32,415,168885
client418,19,37,625,108584
client27636,755,1,8,1166
client10839,149,7,59,51823
client36651,64,2,4,3646
client12574,667,2,14,5037
client21350,1,13,44,18978
client13485,727,2,2,10973
client6255,628,4,21,13612
client12482,616,5,129,38415
client41303,65,10,48,28478
client8160,207,13,169,19832
client224,16,2,16,2834
client13704,162,9,76,19787
client34230,755,1,2,3584
client14562,19,6,24,2762
client37905,7,26,232,34885
client18487,755,1,23,9505
client34122,4,9,139,50590
client17231,534,5,14,7421
client26704,26,11,93,15547
client1741,198,7,93,18384
client3888,85,6,26,65259
client2321,234,4,9,9539
client36668,755,1,4,796
client5946,84,21,173,52138
client288,73,7,75,29145
client33853,119,30,516,144061
client36467,159,8,173,157896
client42324,46,41,520,83896
client33593,157,6,46,11348
client35086,671,3,5,3801
client20369,442,3,16,3801
client4242,61,4,59,9172
client1425,52,13,49,10824
client13510,215,4,62,12455
client25559,6,57,190,47055
client18605,87,34,161,65142
client15389,12,11,96,24292
client41759,733,2,6,1274
client31246,4,11,31,7825
client27928,46,15,110,37043
client6551,20,2,3,7100
client28310,20,12,44,4280
client12071,754,1,1,6594
client32534,62,4,20,22797
client41494,8,107,792,160734
client36749,94,32,158,30581
client23292,14,3,15,2505
client32307,754,1,6,1524
client3122,536,2,7,2503
client218,1,11,103,22652
client1524,6,17,115,15380
client13886,16,8,66,17184
client5326,596,5,71,27964
client12205,128,5,21,10028
client22027,7,24,165,41239
client29158,48,12,42,48077
client21737,754,1,14,8922
client18944,575,3,20,3519
client12493,735,8,225,47299
client28207,88,8,36,8042
client24145,207,17,124,15812
client33794,193,5,24,8885
client34505,466,8,57,8040
client19606,54,45,230,35158
client38330,17,19,105,13627
client26401,3,25,140,52611
client19731,754,1,3,2637
client36824,178,6,17,9150
client29037,54,10,140,14239
client8787,130,12,149,28612
client25574,31,23,78,19838
client7367,754,1,9,2520
client32599,541,10,115,35578
client42305,44,4,21,2556
client12307,19,5,32,12012
client28943,9,16,131,64937
client9883,14,16,65,8917
client25369,259,12,84,51086
client4610,754,1,3,309
client24062,211,3,106,12610
client29756,620,2,8,3253
client11521,274,8,47,8805
client7671,754,1,9,3441
client1441,754,1,12,1108
client8848,152,6,36,4400
client27738,23,27,139,48244
client36828,193,9,82,6817
client15278,16,14,97,32194
client22298,145,14,65,35764
client17054,754,1,9,1167
client35105,711,2,6,534
client15765,20,6,28,3744
client12793,17,30,143,29798
client42729,36,12,133,34462
client13703,281,11,123,27815
client28299,194,7,45,7563
client4873,648,4,7,1042
client10489,754,1,3,1183
client25467,13,8,185,77013
client29063,144,14,52,37885
client37147,719,4,40,12959
client15203,242,5,11,3047
client16015,5,79,911,219439
client40326,472,4,11,2031
client18757,754,1,7,5229
client34076,298,11,112,16197
client31949,439,6,29,3830
client41283,78,10,193,17196
client35915,146,10,71,24610
client5814,7,17,161,40015
client27192,754,1,4,1389
client12606,754,1,10,1308
client26650,12,10,83,28393
client14949,201,7,32,8295
client19179,52,18,103,25839
client18200,123,17,323,63190
client36332,4,20,130,24611
client23101,753,1,2,130
client15497,234,18,72,9017
client32924,7,4,7,5733
client42655,86,8,35,10542
client29435,4,12,135,55076
client20483,136,4,37,1608
client7677,356,9,213,66812
client32881,18,2,6,2724
client21838,727,2,23,3014
client13959,753,1,5,1062
client17979,117,17,86,10822
client41787,732,2,19,6521
client17272,27,4,13,2170
client30974,103,4,23,3687
client31941,753,1,6,8169
client18671,753,1,4,17596
client18588,4,13,51,28650
client10589,86,3,21,11447
client15130,37,8,56,9393
client37586,753,1,2,1098
client38373,753,1,7,2233
client4380,192,7,115,12326
client19506,154,7,89,19695
client4154,753,1,25,10375
client27608,26,5,17,1512
client6307,117,6,59,36102
client31870,302,2,5,7035
client37748,501,2,10,5566
client17468,332,2,12,15426
client7570,218,2,17,1303
client9771,747,2,19,2231
client30286,389,2,2,928
client39678,445,5,107,12910
client3826,8,6,43,11973
client14204,367,9,33,25508
client29651,74,43,447,107912
client23418,52,11,53,15224
client10128,11,23,179,46493
client37712,33,9,82,27446
client39432,753,1,1,2199
client1522,633,3,20,20858
client24773,64,5,33,9929
client41088,173,13,106,40013
client30745,10,6,50,6474
client5148,18,7,21,3125
client41669,32,22,127,20789
client34397,193,8,84,15489
client25296,753,1,5,485
client10458,89,15,93,14457
client12826,83,21,317,73621
client16839,4,7,79,14305
client17021,540,4,105,16407
client40355,753,1,2,284
client31494,34,6,22,2205
client2528,753,1,1,41
client11356,69,21,225,109031
client11726,103,4,25,10003
client21220,181,16,157,56352
client2169,32,25,202,40143
client20744,55,12,115,26319
client12696,39,7,12,3666
client30541,188,13,56,21206
client24492,753,1,8,2264
client23692,188,10,27,9581
client15513,234,3,14,4004
client40703,161,6,53,36448
client17782,38,8,142,24511
client30179,751,2,12,11794
client4262,581,3,18,1688
client3686,3,14,74,22521
client10220,63,13,49,22316
client3193,32,12,100,21399
client25133,621,2,9,3692
client3108,135,4,24,3701
client10075,568,6,38,9272
client34299,12,8,61,7517
client41006,88,5,58,7982
client9127,312,7,80,11463
client18674,11,14,155,31208
client32473,431,3,15,10421
client18111,752,1,7,1451
client8654,93,5,26,7847
client41451,752,1,2,2999
client6439,467,8,28,21776
client30543,314,3,38,6228
client39935,87,5,17,10347
client3769,358,20,75,39047
client31681,555,5,23,2879
client3582,752,1,4,3836
client21701,240,7,51,26729
client3293,329,4,36,12413
client14613,82,4,27,7647
client14191,5,45,503,60608
client36311,99,18,124,38747
client24135,752,1,3,80
client25926,12,21,84,25951
client41935,2,15,82,19738
client6908,752,1,16,3228
client25275,5,18,111,12516
client38031,17,12,116,35354
client592,369,6,27,15653
client32112,752,1,7,4839
client27638,752,1,1,9999
client22818,2,71,460,97264
client41335,50,33,250,145325
client14180,90,4,50,18710
client14163,16,16,206,58214
client16242,479,6,18,12021
client18763,313,5,50,35464
client31169,50,31,227,49748
client27261,751,1,9,1213
client11369,69,10,73,13870
client13630,735,2,23,2261
client5974,751,1,17,24650
client1903,74,7,15,3221
client39922,119,9,22,4204
client20069,103,12,59,27158
client40395,751,1,2,2098
client26101,751,1,9,1314
client19967,326,3,8,14469
client13782,751,1,5,1421
client35413,750,2,2,5356
client41363,204,3,4,10776
client12975,50,9,28,58528
client4095,7,42,605,175924
client15776,42,27,138,29658
client19160,160,10,93,26645
client7041,751,1,6,812
client9676,18,9,56,42476
client35809,21,8,89,6613
client25014,98,12,102,21209
client36281,718,7,103,13183
client11184,319,4,30,4144
client37017,8,28,280,25544
client24273,485,2,2,438
client2351,751,1,4,8291
client7223,245,9,65,3360
client27754,175,3,19,8321
client39630,237,3,3,1951
client7326,532,2,48,8141
client6653,209,9,61,6625
client23521,14,29,186,17379
client11536,372,6,87,31878
client12551,751,1,3,2083
client22246,116,21,105,24413
client35218,15,25,120,31897
client29707,2,22,110,107367
client27406,471,2,90,39266
client1078,124,10,103,26001
client21087,22,19,192,43189
client13985,65,30,217,79900
client25399,93,8,56,9882
client32003,267,5,33,11749
client12176,184,11,172,36362
client16273,648,5,62,12537
client19311,12,11,62,7267
client17032,51,3,7,2711
client3366,277,15,40,8808
client10565,337,4,51,4913
client9594,39,7,38,8008
client35731,750,1,4,1575
client1665,229,3,16,10082
client31136,749,2,7,2815
client37836,8,3,43,3533
client39502,750,1,19,6214
client38155,526,3,4,3242
client8460,561,3,20,1564
client18418,469,2,4,2513
client21223,46,23,187,89216
client35094,104,17,119,11224
client14689,750,1,11,2119
client30333,750,1,3,529
client42592,159,15,255,22321
client28946,750,1,6,3260
client21619,18,4,31,5133
client40272,27,9,33,13057
client41756,750,1,3,5343
client31697,61,57,629,84708
client11264,342,3,17,12915
client32760,23,12,64,11644
client7044,750,1,3,1048
client1098,539,3,5,1107
client4023,448,4,9,9883
client19130,363,5,25,4354
client25923,119,6,27,16908
client14860,17,30,362,81972
client39543,164,2,9,3168
client22498,470,3,15,17166
client22746,12,7,16,1978
client38201,5,39,418,79868
client12049,26,4,15,3884
client28973,726,2,13,6552
client19172,748,2,10,2052
client4134,750,1,5,1695
client19288,436,6,30,15096
client40548,2,10,73,18186
client38335,16,14,294,58737
client14738,163,6,43,2871
client8966,750,1,15,3621
client12579,133,3,14,5358
client39150,386,19,126,23815
client36592,750,1,7,2118
client19304,200,5,28,8203
client10776,24,33,323,91730
client3452,198,8,135,24790
client23112,176,3,16,8458
client25808,737,3,112,6627
client7296,750,1,5,1046
client36693,49,6,17,15527
client30727,43,38,329,66357
client6899,156,19,153,45727
client34578,13,12,64,16171
client29624,6,24,114,56349
client10607,19,15,71,25794
client20735,750,1,16,2154
client14871,749,1,19,1335
client15041,22,16,80,13959
client35696,140,5,15,5583
client29124,343,5,37,6304
client11160,447,7,52,4525
client37232,8,52,657,142384
client15617,46,13,81,27872
client23577,611,13,66,13028
client7119,368,4,28,5643
client1340,737,2,5,4485
client7706,53,14,51,4503
client33157,738,2,10,5196
client42433,223,2,19,4333
client29409,721,2,24,7608
client12027,164,29,231,25969
client9886,749,1,2,1120
client35401,200,3,12,1207
client8942,736,2,17,2342
client2214,619,3,32,5868
client15654,2,174,5457,1443255
client5812,749,1,2,6228
client24047,4,6,43,8555
client15121,749,1,5,1585
client30981,36,8,47,12577
client36354,749,1,2,1239
client16244,704,9,43,18515
client11677,749,1,15,8235
client42153,200,6,77,8396
client22722,749,1,14,7578
client21442,23,14,149,8187
client35734,499,5,141,35067
client30777,53,24,159,38260
client25031,30,11,79,21701
client36328,79,7,19,2103
client41707,749,1,26,1956
client14118,552,7,17,8676
client23116,737,2,15,1218
client21782,236,8,32,22933
client12334,744,2,34,2505
client24639,22,36,186,21644
client14392,24,14,157,12647
client5939,749,1,18,539
client8490,99,5,43,6140
client7905,59,14,83,31732
client41701,749,1,8,212
client23891,332,3,16,3718
client8512,18,13,51,7316
client4319,75,2,16,1406
client169,13,3,12,14396
client1068,165,6,116,78352
client39399,353,12,65,25910
client35575,52,13,76,31011
client14037,446,4,63,17020
client26662,10,30,197,44411
client25494,737,8,66,17404
client23924,81,32,176,41047
client21085,535,11,153,32312
client5498,6,9,60,35998
client33717,54,23,159,26941
client32192,78,6,41,11395
client6372,76,12,62,16782
client37235,692,2,18,4334
client15222,748,1,1,41990
client7269,748,1,2,1998
client27394,748,1,2,12389
client8310,62,12,49,60412
client27824,387,8,48,3727
client26504,29,7,22,10826
client38092,22,51,399,74115
client39068,748,1,4,1028
client32010,355,6,54,35567
client3416,215,8,34,4780
client5978,364,5,56,6867
client37259,748,1,10,2742
client8870,748,1,3,1933
client39178,235,2,6,9774
client33431,495,5,15,4441
client9189,134,6,56,8105
client36969,36,3,14,4435
client15587,61,3,19,1483
client18931,16,6,25,9948
client13015,4,61,648,81867
client18051,263,4,30,9458
client24439,71,6,36,7000
client22057,6,6,85,17172
client28909,74,12,49,11473
client17383,748,1,5,975
client24106,171,21,158,16203
client23285,7,13,56,23453
client8128,189,9,41,18934
client30603,362,3,17,6431
client2642,748,1,1,50
client7921,32,3,20,1481
client41044,236,4,14,8815
client15258,148,6,40,12539
client3866,172,25,149,111276
client36502,748,1,8,1478
client10417,676,2,9,4872
client32562,23,10,18,4038
client15792,424,16,361,88017
client32381,310,17,767,359230
client36635,719,4,77,41288
client1453,136,8,106,19888
client7006,312,4,209,62343
client25201,13,34,135,26895
client10841,725,2,19,9298
client250,216,6,63,22883
client36956,3,69,1119,142706
client34740,107,14,61,8123
client25495,748,1,3,720
client27585,187,6,28,6914
client9947,24,38,223,44977
client23469,152,9,69,20351
client25919,82,33,214,36109
client26453,367,2,3,2597
client36732,214,13,97,27626
client16408,83,20,218,69366
client20253,747,1,16,26286
client29584,91,6,26,12620
client27574,591,7,38,12873
client40327,60,21,176,42203
client4349,734,3,15,3060
client34678,747,1,8,2258
client41686,84,4,17,5203
client37948,163,22,156,43079
client9606,13,7,68,7136
client26408,169,4,33,14092
client37290,747,1,1,5499
client20418,320,4,18,13512
client19017,440,5,86,15302
client40754,4,3,20,5830
client35740,684,3,26,5031
client6415,13,15,105,28031
client36963,328,8,22,5944
client17973,291,3,24,13493
client31962,18,27,106,40943
client12314,36,2,13,6028
client355,163,2,4,7802
client33617,726,4,27,5908
client18659,747,1,4,1062
client27370,736,2,9,35117
client40494,10,11,65,13382
client2929,10,8,37,11646
client40196,132,36,445,46586
client14928,653,8,89,18249
client14845,31,8,29,8583
client24174,747,1,4,2641
client39939,593,4,31,6635
client26681,565,2,3,3767
client9077,217,7,154,38449
client10349,747,1,13,8687
client36727,747,1,2,13998
client40179,2,3,14,3718
client36134,160,31,556,44978
client28678,4,19,309,36769
client35192,341,5,27,3061
client12146,718,2,15,4780
client30501,513,9,87,19553
client18731,719,2,4,605
client26207,614,2,3,2553
client28580,14,15,78,21606
client31113,18,40,248,128584
client16884,47,13,83,19131
client7442,417,10,56,7174
client29994,747,1,4,5899
client9115,723,4,89,48494
client27070,44,14,62,20901
client21513,747,1,13,1046
client33082,747,1,8,4188
client38717,40,8,339,55814
client30139,596,2,22,3044
client7136,47,18,175,28223
client19227,565,4,20,14399
client1896,747,1,2,98
client18916,52,2,5,1051
client37014,242,4,11,1849
client7344,522,3,5,3581
client27701,673,2,7,6683
client32071,747,1,5,1992
client27896,235,8,78,7379
client27120,53,5,43,7160
client11147,473,6,31,7037
client29226,668,2,2,2148
client5590,12,5,10,2472
client37293,13,16,91,58936
client21522,32,9,39,22067
client39741,164,7,139,84111
client32690,268,14,66,13960
client21377,747,1,1,2399
client18593,700,4,38,23639
client28653,3,21,120,17418
client10617,95,6,44,17322
client24609,628,11,46,16222
client10856,40,13,136,52962
client18722,102,6,18,5067
client29252,747,1,25,7071
client9734,22,10,84,35524
client14773,96,10,358,54008
client29774,200,4,19,2835
client10650,149,3,77,10424
client22374,747,1,9,1153
client34476,4,4,27,7538
client18663,71,11,52,6534
client19539,344,19,118,15587
client18963,28,12,214,34840
client13745,4,40,211,55469
client7579,539,6,23,7377
client35931,50,33,161,45416
client40834,298,4,36,17802
client33549,46,48,304,105894
client24660,12,5,25,3450
client22134,28,7,57,4885
client35234,742,2,17,2961
client3791,33,21,152,15584
client33220,37,5,34,4483
client28903,713,2,7,7423
client17145,131,4,75,25538
client7293,740,2,4,18066
client2060,31,12,42,9255
client32016,16,18,121,25509
client25486,29,16,198,29566
client26061,20,5,23,5526
client9204,57,18,187,52193
client31544,450,4,13,6224
client30215,382,3,7,3643
client490,579,3,6,1638
client23484,34,5,18,13070
client17500,47,9,35,5315
client11977,424,2,4,1296
client26204,164,5,25,7216
client28113,746,1,6,1044
client14468,733,2,6,3720
client36430,746,1,5,1003
client7763,11,9,21,5248
client32448,746,1,8,1672
client2115,56,4,18,2074
client36441,500,3,13,2249
client18649,746,1,1,1999
client1456,55,4,9,16596
client9223,725,3,26,10517
client37370,77,4,46,2763
client32762,7,64,377,117611
client1067,28,10,44,16496
client24309,746,1,2,5636
client35698,30,8,20,5767
client5262,26,19,74,5725
client7371,557,2,7,2173
client26710,191,9,130,36938
client7197,62,3,30,12529
client14815,71,10,48,14775
client13724,28,39,324,63076
client42186,4,12,68,11337
client26632,746,1,7,4543
client42205,142,19,99,20663
client24401,19,9,28,11788
client8899,383,12,38,8460
client9741,746,1,8,222
client7650,543,2,35,1354
client7071,15,23,138,33686
client42556,746,1,4,5372
client40319,1,26,248,75325
client3541,665,2,14,2517
client12806,242,8,40,6562
client39774,3,5,15,3934
client35770,746,1,3,1797
client41193,68,17,64,25161
client39431,44,26,159,34257
client10739,60,8,31,3931
client19568,139,6,60,2740
client29789,746,1,1,1999
client33827,746,1,2,258
client12843,9,7,42,97582
client8316,86,7,32,10895
client22845,179,2,4,1722
client22561,10,17,149,44220
client17990,746,1,13,5357
client6023,88,11,21,8421
client20022,698,2,12,2348
client6401,190,19,96,23238
client14709,33,10,62,12084
client37599,25,5,19,15502
client328,566,6,29,1536
client2267,6,17,142,19820
client18817,20,7,17,3349
client15423,35,16,119,23228
client35719,442,3,41,3182
client27063,1,47,502,85719
client41879,109,14,151,13675
client28907,301,22,177,51825
client19457,4,57,785,256804
client20784,745,1,9,6909
client21040,491,19,148,42897
client13766,606,2,6,1456
client13970,82,11,47,8784
client8207,745,1,1,39
client23772,85,5,12,1421
client12770,203,2,9,1289
client27045,732,2,10,3279
client40512,62,10,25,7705
client13420,190,10,48,18559
client36417,93,11,38,5483
client25474,24,10,73,30057
client31911,46,12,106,7165
client1265,613,4,27,14952
client2192,443,4,19,2587
client21441,745,1,5,1335
client40870,745,1,1,59
client25360,256,4,12,13919
client33469,2,21,96,9795
client14347,64,13,40,8235
client33257,745,1,4,804
client36498,74,7,58,7361
client24330,357,7,38,3312
client18434,167,2,11,10289
client29391,34,15,182,38505
client14181,17,2,30,6152
client40184,140,18,165,38100
client5089,204,18,130,34245
client8135,35,19,89,38885
client37796,745,1,8,962
client794,120,4,6,1995
client3123,613,3,22,1768
client1975,354,2,13,2593
client35415,46,13,77,28334
client20986,177,5,48,4113
client12321,340,8,58,12984
client11690,22,59,558,151515
client40893,745,1,4,3492
client1547,745,1,4,1048
client20332,3,24,94,46029
client9681,54,28,395,62363
client20535,714,6,181,42208
client22638,745,1,7,1053
client29631,89,12,47,19483
client11701,44,14,67,22168
client12904,745,1,7,20614
client17619,61,18,81,16231
client4759,692,4,25,4291
client22568,745,1,12,4348
client16368,713,4,8,18995
client24834,745,1,1,3399
client23804,742,2,13,3105
client27652,157,7,62,29560
client5981,663,2,33,1936
client40546,576,6,32,11912
client8338,744,1,15,3105
client40966,59,4,34,5594
client6909,744,1,2,3798
client1315,13,3,36,3863
client5096,171,5,65,3765
client22023,48,43,175,45653
client24195,548,15,201,24738
client6438,21,15,78,24702
client32344,32,2,3,2677
client18270,62,6,49,28848
client29064,22,6,150,11035
client23497,432,7,36,18897
client25331,53,22,100,26142
client30663,22,4,49,5181
client28232,76,7,16,7375
client41967,438,3,6,1713
client9131,744,1,3,2283
client3431,5,37,181,40790
client26283,39,10,37,5210
client31757,460,3,10,3496
client36876,18,17,163,52112
client9725,25,19,154,23888
client24750,292,8,48,18766
client1293,726,2,25,3663
client2366,72,6,24,1893
client2342,553,5,56,6101
client17166,744,1,36,11129
client28126,196,8,289,7711
client23075,50,25,124,31382
client14749,28,12,172,38425
client24223,285,6,44,11608
client642,742,2,2,3824
client8568,744,1,3,1187
client12210,37,10,66,60240
client15752,58,9,72,14340
client898,133,13,44,36345
client5505,373,23,278,49111
client20023,88,27,210,51985
client30970,742,2,13,2135
client3605,740,2,6,7598
client40478,326,10,114,22282
client36349,49,20,288,57457
client40286,725,2,6,3269
client7374,533,4,17,4291
client35678,281,4,29,2263
client4533,744,1,7,4425
client29442,390,14,86,14492
client1304,743,1,3,717
client36667,743,1,9,1914
client13037,58,6,7,4915
client4294,743,1,20,9980
client8639,214,14,236,70306
client31671,41,18,138,24614
client14406,11,21,65,24480
client39760,136,8,16,7488
client33222,1,65,1056,223053
client17319,153,9,18,7843
client12006,18,42,182,73740
client921,443,5,19,4464
client38884,178,29,219,45725
client16948,128,6,15,2389
client23681,743,1,2,7939
client31298,743,1,5,3295
client2254,83,4,44,7099
client9315,14,6,21,9451
client38087,743,1,5,207
client25976,156,10,54,13463
client37973,538,5,13,4001
client24142,743,1,2,498
client19483,168,8,36,7750
client7787,743,1,11,1086
client31376,408,2,17,12906
client4780,743,1,1,3499
client40827,158,6,148,40416
client32711,120,12,174,22094
client40689,124,7,23,12068
client39953,93,11,78,15325
client8687,459,3,16,2840
client18549,145,8,33,31010
client21855,80,22,95,12117
client32188,285,8,35,4580
client7351,483,5,19,4624
client8349,356,42,344,40659
client42025,418,3,8,6369
client2146,743,1,1,4379
client28182,142,7,39,39391
client29920,45,7,20,25713
client36252,743,1,2,1097
client2639,690,4,29,27348
client23994,743,1,3,1437
client33825,743,1,3,3347
client30335,673,2,7,2774
client14033,528,2,2,368
client3969,13,47,547,226556
client5513,743,1,20,9354
client39562,73,4,10,10636
client16943,18,18,182,46367
client23579,36,19,175,12374
client1891,743,1,17,1296
client41639,5,20,133,16422
client19422,193,7,27,28708
client14611,143,6,13,5652
