ClientID,Recency,Frequency,Monetary_Q,Monetary_A
client15128,77,6,35,9454
client24041,774,1,2,3438
client25561,774,1,3,3427
client12566,772,2,8,7932
client23514,79,5,25,5507
client101,244,3,8,2728
client13729,10,37,405,159958
client36792,53,23,92,37492
client26517,603,2,21,8683
client6380,12,7,28,19161
client5341,3,34,282,85889
client35331,219,9,128,25953
client18104,774,1,2,15159
client24269,145,13,69,13836
client2090,115,7,31,2069
client1132,372,2,6,7844
client4333,761,5,8,602
client40862,754,3,68,22575
client33202,152,8,45,14432
client7042,6,81,464,154172
client6117,774,1,28,3932
client5029,17,16,127,82644
client9743,5,4,40,27312
client20862,774,1,5,2477
client41535,10,19,107,22856
client7268,754,3,32,7984
client40753,153,27,215,34140
client154,177,5,54,15261
client30223,270,2,22,2108
client5382,774,1,17,3229
client11645,151,10,73,20823
client24822,32,6,102,24440
client7274,170,3,18,11259
client24676,6,18,131,25652
client7850,16,28,174,63218
client5211,94,16,55,24436
client27955,113,81,1438,296104
client2376,773,1,4,1246
client25965,29,12,43,4635
client27731,3,12,98,28287
client32198,11,24,100,22163
client4432,21,11,141,88144
client40780,773,1,4,1128
client10270,563,4,18,4667
client2449,767,3,66,27598
client13993,222,4,23,4681
client30913,25,17,45,9292
client12998,528,5,14,828
client1170,20,19,95,29091
client25153,11,14,122,67922
client34724,233,12,65,9368
client281,768,3,34,8569
client30699,773,1,9,12473
client17486,7,16,78,21161
client23718,156,7,107,25923
client14067,290,2,15,7849
client23678,773,1,2,1238
client12449,773,1,6,1734
client37224,299,3,27,6527
client17684,373,12,105,36290
client10700,773,1,4,1223
client2187,773,1,36,6932
client27887,36,15,94,19397
client33893,145,14,198,24087
client18767,772,1,27,15587
client8102,733,3,51,12847
client35035,308,10,101,22035
client20766,772,1,5,2245
client37217,64,27,159,29130
client23541,71,12,53,20862
client597,267,6,38,6076
client17328,430,3,16,10710
client34929,691,7,47,3059
client38131,7,57,539,98937
client9490,57,21,85,28626
client13998,167,22,256,28027
client35250,125,11,271,69644
client34167,7,12,150,29832
client2469,81,8,56,22372
client1153,20,6,29,15329
client37079,85,11,221,50966
client38561,772,1,5,1395
client1036,772,1,10,2052
client3051,160,4,22,4180
client41623,158,2,17,1119
client36306,577,3,18,8676
client41096,772,1,24,3276
client2024,110,3,7,2077
client18203,216,10,47,6900
client6235,752,2,14,2038
client41261,618,5,102,32946
client37694,428,2,6,1294
client2711,772,1,1,2839
client36464,342,3,26,7839
client22669,194,11,113,12172
client5356,26,41,289,57531
client19825,178,4,8,4608
client1626,246,3,23,3315
client18724,19,6,15,8572
client15656,772,1,2,758
client12212,40,19,195,71618
client31593,9,10,14,20708
client37861,174,3,32,2704
client34819,405,7,54,32391
client8679,480,3,9,4460
client6665,167,3,31,3804
client15531,104,23,129,20425
client19269,23,88,426,62717
client20053,6,23,412,88176
client12589,54,20,275,116241
client16762,772,1,3,1200
client9128,397,2,45,30608
client11537,754,2,87,15193
client6716,18,34,126,17898
client39546,29,27,179,33152
client34797,9,10,56,18600
client13649,590,3,6,87586
client6192,772,1,5,1431
client9828,722,2,17,4035
client36305,129,14,62,10895
client9580,324,4,16,4118
client23532,136,15,64,24147
client38609,771,1,3,19579
client20170,22,42,254,62538
client16822,152,9,48,23426
client30048,771,1,2,2998
client12581,4,5,19,6510
client29553,491,4,14,15063
client23219,24,21,421,172251
client28686,593,3,19,7745
client34181,607,4,28,13118
client28784,54,3,13,767
client24144,624,3,23,5474
client20242,61,10,45,8053
client24817,122,16,65,2160
client15935,17,19,180,41133
client40429,706,2,38,7218
client23288,734,2,23,17005
client19433,19,9,121,9708
client756,9,5,35,6765
client28885,771,1,23,1149
client22222,150,4,18,14793
client2556,599,3,44,7534
client6114,266,8,104,39247
client39667,404,3,17,3514
client25002,137,17,116,29342
client4820,82,6,34,5594
client38080,292,5,83,18068
client18186,59,22,116,37588
client6200,9,20,86,45881
client16907,63,8,105,14991
client37234,19,19,140,49719
client8856,402,7,41,10092
client24640,549,2,4,1566
client25869,11,20,166,38779
client6971,767,3,24,4579
client8199,205,6,59,57257
client8106,771,1,7,389
client16634,15,2,9,6361
client41228,2,41,149,19793
client38449,761,2,19,14029
client20000,647,3,86,21651
client24662,771,1,32,42900
client753,35,18,127,27611
client2163,180,7,33,13359
client17493,124,9,64,26127
client41196,144,2,19,1725
client11312,77,8,122,42829
client4430,469,10,80,15138
client11819,545,22,147,26887
client3160,771,1,25,3767
client14897,27,38,357,89955
client16757,13,17,120,18549
client1592,87,15,83,54426
client37309,734,2,3,3197
client20056,770,1,13,4453
client3729,724,3,128,39496
client39226,39,3,9,3443
client4133,169,7,26,8422
client12442,137,20,296,57764
client23321,770,1,5,1416
client7547,766,2,16,4730
client20080,27,30,189,37294
client25567,6,20,108,18591
client6102,770,1,17,2091
client30932,214,2,4,700
client827,770,1,1,339
client9778,528,3,26,3112
client16154,213,5,16,6335
client13614,320,2,10,8085
client1396,3,26,178,25823
client4195,4,5,43,22470
client32048,499,3,13,4269
client37839,76,10,45,10079
client18109,267,6,66,20466
client38616,2,26,150,16697
client20285,184,16,110,19095
client35391,119,24,108,46284
client17155,317,8,51,8311
client29468,605,2,4,9387
client41208,3,19,176,30365
client27940,13,6,24,3148
client37026,770,1,20,925
client24367,770,1,6,1120
client23462,76,16,97,37289
client18082,48,3,12,18784
client8675,334,9,86,15030
client34612,770,1,11,5304
client35772,17,9,76,23809
client18744,39,9,86,7921
client39124,174,11,34,5346
client37859,500,4,38,6645
client38851,90,13,186,29940
client34175,120,4,37,9043
client30328,13,7,34,9149
client29754,50,35,316,21090
client26219,369,2,19,6538
client21450,704,6,34,13262
client2979,750,5,89,21254
client26798,86,20,120,57961
client32492,48,15,87,39675
client2958,437,4,13,12693
client13110,200,4,32,16391
client23802,175,7,76,7445
client39856,245,3,52,17995
client18157,128,9,18,4760
client22930,336,9,82,18601
client5452,3,67,646,122613
client1845,135,2,24,3546
client13356,513,13,150,31551
client34211,770,1,19,2325
client22554,218,46,558,129236
client9033,307,8,63,14256
client19108,19,16,63,21799
client2212,167,2,6,1311
client1449,366,3,109,23458
client32,770,1,46,29972
client23360,55,2,5,18406
client18965,770,1,40,7023
client42386,200,2,66,9990
client441,745,4,33,3348
client40035,770,1,11,2243
client17404,770,1,11,4662
client10503,19,91,488,94396
client37825,118,9,78,8205
client12370,258,5,122,23937
client25641,25,7,23,14773
client2241,24,53,571,119047
client13783,27,15,94,8132
client975,742,4,10,3528
client36166,694,2,13,6055
client33344,264,2,7,1242
client29373,41,18,48,11113
client12930,632,6,46,41183
client34297,13,12,250,51233
client10161,3,39,159,23099
client14805,762,4,23,5135
client13264,374,6,46,10548
client37331,187,2,49,2200
client39779,226,7,35,4464
client24806,769,1,4,1130
client27917,726,4,6,8824
client22061,769,1,3,1297
client23777,100,30,163,40279
client9709,149,4,32,15591
client20186,50,23,147,39188
client38332,769,1,1,615
client1600,769,1,9,1015
client9929,332,2,12,5402
client35143,41,8,28,10495
client9341,14,5,75,41705
client29548,44,3,15,2815
client20642,12,32,155,24798
client31293,316,4,10,9780
client28676,9,7,26,8530
client5026,4,15,82,23276
client5134,596,2,6,3832
client15508,121,3,15,4479
client32895,431,2,7,15164
client4588,302,4,17,4777
client40605,361,13,35,14790
client22337,23,23,190,37071
client14821,487,6,71,4227
client1876,368,2,30,6216
client28762,21,30,154,27104
client24769,80,22,187,72839
client27834,425,3,24,4912
client33053,64,11,24,16164
client4031,22,16,132,12245
client39982,503,6,87,21022
client32851,769,1,3,1365
client42158,324,5,33,21292
client28167,581,3,36,9305
client7857,383,5,58,8865
client775,184,5,35,6603
client12547,769,1,6,1484
client16267,156,2,73,21272
client40790,761,3,19,23095
client21037,1,15,154,16043
client13935,113,41,1056,223911
client22478,94,15,108,38156
client34031,75,7,265,36297
client38157,29,25,97,42173
client34240,768,1,7,1117
client4261,743,10,98,21924
client34842,14,23,143,62600
client5544,47,15,117,59061
client14402,11,30,154,46831
client5320,768,1,1,59
client39288,82,4,15,5098
client30996,17,18,149,31695
client15251,144,6,51,5438
client22198,5,28,131,17484
client8951,161,2,19,5681
client11249,40,12,122,15056
client35675,768,1,1,6699
client21271,768,1,6,834
client33622,734,3,12,8528
client39133,20,12,273,48657
client38893,606,2,18,4758
client31589,6,39,789,79145
client12777,142,11,37,8731
client34162,768,1,5,1045
client2016,576,4,10,59148
client5007,522,2,6,2782
client12896,768,1,4,1646
client19769,307,6,27,9950
client6770,376,5,11,3049
client32579,768,1,4,7892
client8657,82,6,59,18544
client26426,49,2,45,15640
client35517,121,5,19,8075
client28160,768,1,1,2299
client3251,313,9,63,21973
client20191,45,3,34,11512
client7312,184,4,33,4382
client28141,768,1,7,1459
client22014,768,1,10,1398
client32375,380,3,8,2089
client5776,193,4,43,5538
client23861,768,1,8,3284
client16088,768,1,8,1353
client652,768,1,3,857
client34059,278,3,15,2320
client2352,139,23,115,20809
client1609,768,1,1,3899
client32151,75,3,13,837
client12881,166,7,43,7968
client22768,217,12,158,21926
client14293,308,6,9,4642
client26869,96,20,94,9914
client36612,732,2,8,16428
client34179,446,2,4,221
client8500,3,19,116,73949
client15965,440,3,18,2819
client23221,24,12,59,22174
client20136,652,4,43,1855
client6590,182,9,46,6689
client36109,734,4,59,11330
client9868,33,5,11,10127
client31473,299,2,7,2219
client18511,704,2,24,4468
client6652,51,11,50,7224
client26369,768,1,1,299
client42551,356,22,79,31632
client16928,21,2,16,5270
client11037,704,3,8,1868
client41284,768,1,14,8802
client13601,768,1,4,2996
client17143,16,2,10,3364
client20407,234,6,12,4523
client17419,67,2,3,11097
client13366,179,5,51,11505
client11388,71,12,114,38265
client32013,3,20,95,34165
client39021,208,21,109,14547
client23814,2,36,159,46923
client16965,697,2,94,41254
client37852,15,19,116,48317
client27867,313,14,85,36850
client2851,712,4,45,47966
client366,306,4,21,5058
client8386,28,8,45,3963
client13694,397,4,41,5116
client31543,74,16,119,16421
client14536,493,5,22,2931
client16167,768,1,12,5591
client21894,276,4,18,3490
client21689,5,16,200,59571
client19124,241,7,126,30448
client26393,245,4,22,9265
client27236,767,1,10,1060
client35961,108,9,66,12242
client22035,767,1,1,2999
client41918,52,8,28,6658
client29885,82,18,101,42039
client17427,2,7,131,8168
client33591,767,1,11,11025
client29970,216,9,40,18008
client16485,18,9,79,32782
client26611,765,2,7,4183
client37783,12,2,8,4282
client2730,305,3,41,26847
client23341,767,1,1,1999
client11182,724,5,59,8364
client27226,116,9,51,11635
client12328,621,3,36,6504
client42691,40,5,10,1114
client18513,750,2,6,3827
client26626,13,6,12,4031
client3493,20,9,20,24851
client6637,114,11,39,23121
client20865,385,4,14,7776
client14718,53,14,65,13092
client18781,118,4,15,8793
client22197,454,2,17,11843
client17411,5,8,32,14636
client22004,725,2,12,1624
client9482,765,3,35,14688
client7840,319,8,52,15702
client2638,767,1,3,3797
client5177,767,1,12,3667
client5317,75,5,42,7786
client15786,649,2,29,8857
client28022,65,20,191,11330
client33477,767,1,3,21497
client36167,166,6,39,13313
client28253,765,3,16,9950
client17524,550,3,57,9759
client11161,767,1,4,1396
client13011,76,11,89,11988
client14877,767,1,2,728
client30639,437,4,12,8800
client4487,102,10,159,47137
client26265,717,2,11,5835
client10134,767,1,7,6264
client35750,425,2,3,3737
client33731,40,24,103,22727
client6054,767,1,1,199
client20694,767,1,5,3299
client9485,530,2,7,4430
client25913,676,2,3,1102
client32557,12,22,230,51530
client40380,767,1,10,190
client33992,185,4,18,7588
client5497,10,22,188,23641
client9571,13,20,157,94205
client1378,57,10,187,32576
client797,135,11,55,7183
client26895,543,6,85,15853
client33485,58,10,49,34152
client39394,9,3,83,37321
client20815,55,35,301,63999
client41305,733,2,158,5817
client34745,130,7,27,5306
client18125,516,5,71,42868
client39896,10,8,100,22942
client34207,68,19,171,37704
client22313,760,2,21,4437
client39912,767,1,19,1707
client5102,3,26,420,80170
client9869,21,6,106,39470
client42275,279,4,26,8736
client1399,763,3,8,2974
client39378,763,2,14,8788
client17497,589,3,7,9385
client28268,239,3,9,6834
client38876,332,4,35,22282
client7878,60,13,33,5261
client28638,707,4,10,9998
client33358,763,2,8,26971
client16451,28,25,83,12886
client18339,43,6,39,11731
client25600,642,5,27,10049
client37594,64,12,61,44199
client8686,625,4,58,10317
client14512,65,4,43,19755
client42083,38,44,172,72748
client11405,766,1,4,614
client11420,41,4,18,6814
client35388,1,12,67,39644
client4810,712,2,14,6966
client32022,766,1,6,1265
client7771,692,3,12,4280
client9436,17,9,206,15016
client5119,69,20,83,14983
client8403,29,16,61,8936
client39057,282,6,146,10206
client17949,177,6,48,5388
client38877,11,9,60,6555
client31328,225,4,19,3169
client28176,665,5,66,12199
client11828,766,1,4,14782
client15365,382,5,50,12030
client10658,766,1,11,23111
client2915,177,2,8,3252
client14119,488,2,7,1363
client32765,34,6,36,9782
client388,99,5,23,10290
client23756,452,2,56,16488
client41317,766,1,21,3650
client31388,109,3,5,3131
client10656,215,5,91,18493
client24317,2,73,558,96184
client28096,17,23,165,51031
client41845,91,4,89,16781
client10902,96,2,3,4867
client1874,765,1,7,702
client2123,725,2,50,4443
client24544,345,2,16,2280
client4314,3,29,81,77166
client35951,8,25,138,29872
client22476,24,18,131,28735
client4702,16,8,99,19263
client6979,765,1,3,493
client11623,79,10,44,13111
client32023,64,4,18,5613
client21148,6,28,210,41290
client3957,63,17,85,15774
client39165,7,30,175,33174
client40986,429,4,39,7193
client16268,66,14,60,22670
client10228,477,2,26,1107
client25496,97,9,117,25788
client7894,128,2,4,2136
client37842,359,7,41,11677
client11904,765,1,13,2177
client16806,322,2,22,6042
client7580,508,3,7,1961
client8758,9,26,129,13642
client16288,220,5,25,27433
client27044,765,1,1,1199
client31948,333,3,53,1308
client19942,765,1,4,1196
client19792,64,3,4,2812
client5725,601,2,21,2883
client27719,93,5,19,8298
client32974,99,3,15,1903
client10729,198,2,16,1534
client21629,704,7,39,10217
client23728,57,31,173,27087
client30656,3,3,18,3124
client39455,13,22,72,15953
client24337,5,24,155,78135
client37784,30,16,96,10459
client36706,611,2,14,6252
client12241,11,26,182,48097
client28139,199,6,46,11970
client2679,389,15,180,40248
client36719,173,12,138,35879
client32312,763,2,104,29032
client20296,765,1,1,1799
client37988,448,12,199,124598
client41162,87,22,401,86259
client35432,765,1,20,9859
client40833,223,14,133,38190
client35502,7,21,131,30238
client41512,21,17,261,45053
client13585,9,34,247,12378
client18375,134,8,118,18544
client3119,2,27,334,69986
client31929,126,14,174,35680
client19814,179,4,33,2492
client21611,17,43,342,98402
client41278,33,91,1258,167598
client19564,7,54,268,59543
client28558,56,18,58,11184
client2837,764,1,1,3399
client39591,524,4,39,7331
client1057,379,10,53,23692
client9283,764,1,7,3909
client2324,297,4,44,3976
client24630,764,1,8,7400
client36488,764,1,1,799
client22643,764,1,4,3308
client239,138,7,73,25010
client32436,204,8,67,11842
client259,456,2,17,13194
client25642,33,5,19,3054
client23841,764,1,4,1034
client12999,22,33,255,48421
client34307,764,1,31,1899
client1591,264,4,58,4459
client31731,5,12,98,34933
client19292,764,1,1,799
client13743,273,17,213,72467
client15381,7,14,89,27425
client20255,104,3,26,3404
client26821,611,2,9,1063
client38145,439,3,204,30776
client7020,764,1,1,1099
client28854,54,8,86,15030
client22867,764,1,9,1151
client15571,31,19,54,9834
client28404,680,3,7,6363
client10916,764,1,1,219
client37710,764,1,3,387
client37203,334,6,134,82202
client11983,152,7,17,4559
client30708,734,3,23,20559
client32397,223,5,79,16750
client32285,143,12,56,11958
client40255,245,2,13,1637
client34952,715,2,10,2761
client29759,260,16,121,50715
client42527,12,12,44,10689
client39298,271,5,122,7333
client17815,94,19,156,38579
client27383,67,20,139,13983
client4891,41,20,153,20633
client26212,28,4,20,15354
client22948,512,6,167,60244
client8641,42,12,65,8667
client38556,576,9,85,40305
client29039,42,5,36,11909
client11060,10,34,337,83665
client26294,192,10,103,43564
client34036,1,104,607,165984
client17170,93,4,25,9090
client39258,100,7,85,29586
client20880,13,10,87,23994
client23199,607,3,72,17133
client38720,764,1,1,5699
client19279,72,16,100,17281
client33069,404,2,21,2661
client386,49,10,47,8360
client1234,9,35,209,75187
client33287,729,2,2,3298
client9303,26,7,33,12483
client10322,23,8,18,2968
client13712,5,61,278,20021
client38633,42,18,134,28813
client39800,74,23,144,23751
client2191,106,6,60,16007
client19829,91,6,54,8484
client14007,79,12,30,19570
client20341,9,49,808,166950
client5738,108,6,109,26722
client21988,607,4,65,8925
client38517,19,28,194,50023
client22696,763,1,8,4092
client19101,763,1,10,1012
client1411,433,2,5,1787
client35550,65,5,19,7276
client12166,83,4,8,4777
client40782,763,1,21,4479
client6827,34,24,255,80988
client24050,506,11,29,5982
